200,6408286210,E1,E1,E1,,0703173,KWH,30,
300,20230606,0.163,0.181,0.175,0.156,0.175,0.175,0.163,0.181,0.225,0.188,0.163,0.175,0.163,0.156,0.419,1.031,1.056,1.200,0.500,0.244,0.338,0.319,0.225,0.231,0.256,0.375,0.606,0.250,0.225,0.225,0.225,0.431,0.413,0.456,1.231,0.963,0.450,0.431,0.413,0.450,0.469,0.488,0.431,0.463,0.731,0.419,0.813,0.200,A,,,20230607020947,
300,20230607,0.200,0.206,0.213,0.200,0.194,0.206,0.231,0.213,0.206,0.206,0.306,0.288,0.288,0.269,0.225,0.700,0.619,0.500,0.431,0.550,0.338,0.394,0.319,0.331,0.356,0.275,0.494,0.419,0.381,0.344,0.369,0.394,0.400,1.006,0.813,0.488,0.513,0.456,0.594,0.738,0.500,0.494,0.375,0.263,0.213,0.225,0.213,0.194,A,,,20230608021802,
300,20230608,0.244,0.213,0.188,0.163,0.156,0.175,0.156,0.156,0.175,0.163,0.363,0.181,0.163,0.150,0.169,0.350,0.494,0.319,0.294,0.788,0.500,0.456,0.413,0.388,0.381,0.550,0.419,0.319,0.350,0.325,0.350,0.394,0.306,0.406,0.344,0.444,0.606,0.588,0.806,0.481,0.488,0.425,0.263,0.194,0.175,0.163,0.156,0.163,A,,,20230609022640,
300,20230609,0.144,0.156,0.156,0.156,0.144,0.156,0.225,0.225,0.225,0.281,0.256,0.263,0.438,0.269,0.644,0.513,0.831,0.569,0.400,0.381,0.356,0.381,0.325,0.450,0.363,0.456,0.456,0.425,1.000,0.975,0.769,0.425,1.088,1.931,1.144,0.438,0.656,0.444,0.563,0.506,0.744,0.544,1.219,0.906,0.825,0.825,0.219,0.163,A,,,20230610022056,
300,20230610,0.156,0.144,0.150,0.238,0.250,0.325,0.250,0.325,0.263,0.313,0.313,0.313,0.275,0.344,0.244,0.369,0.238,0.331,0.363,0.806,0.700,0.506,0.175,0.163,0.169,0.213,0.644,1.250,1.200,0.494,0.619,0.481,0.569,0.600,0.525,0.575,0.419,0.463,0.475,0.850,0.475,0.550,0.513,0.438,0.231,0.188,0.200,0.200,A,,,20230611022121,
300,20230611,0.200,0.194,0.200,0.188,0.181,0.194,0.194,0.238,0.281,0.325,0.256,0.250,0.325,0.244,0.275,0.494,0.388,0.419,0.850,0.706,0.425,0.225,0.250,0.219,0.288,0.288,0.256,0.275,0.281,0.206,0.325,0.194,0.281,0.325,0.250,0.269,0.288,0.975,0.894,0.575,0.425,0.338,0.794,0.844,0.688,0.300,0.163,0.344,A,,,20230612010413,
300,20230612,0.250,0.319,0.269,0.250,0.344,0.263,0.256,0.331,0.250,0.344,0.244,0.331,0.256,0.344,0.256,0.350,0.263,0.431,0.856,0.369,0.463,0.294,0.431,0.325,0.588,1.206,1.231,0.719,0.244,0.231,0.250,0.294,0.238,0.313,0.238,0.469,0.494,0.581,0.763,0.638,0.569,0.531,0.213,0.175,0.169,0.163,0.150,0.150,A,,,20230613023202,
300,20230613,0.163,0.300,0.250,0.213,0.313,0.231,0.238,0.300,0.219,0.294,0.481,0.263,0.269,0.275,0.325,0.394,0.413,0.675,0.638,0.413,0.463,0.438,0.613,0.300,0.356,0.400,0.369,0.388,0.381,0.313,0.400,0.350,0.388,0.456,0.600,0.731,0.500,0.569,0.613,0.525,0.538,0.644,0.363,0.175,0.175,0.206,0.188,0.169,A,,,20230614024052,
300,20230614,0.263,0.300,0.244,0.269,0.269,0.263,0.331,0.275,0.263,0.319,0.475,0.281,0.363,0.425,0.613,0.838,0.594,0.500,0.494,0.419,0.394,0.388,0.313,0.331,0.388,0.519,0.300,0.669,0.406,0.356,0.356,0.381,1.031,1.244,0.400,0.500,0.488,0.481,0.588,0.631,0.469,0.725,0.650,0.525,0.444,0.169,0.175,0.156,A,,,20230615024511,
300,20230615,0.163,0.169,0.263,0.231,0.238,0.281,0.288,0.238,0.250,0.294,0.250,0.300,0.256,0.269,0.325,0.281,0.613,0.606,0.656,0.388,0.413,0.431,0.456,0.344,0.413,0.325,0.594,0.413,0.363,0.356,0.394,0.350,0.444,0.513,0.475,0.450,0.381,0.469,0.406,0.463,0.656,0.538,0.294,0.169,0.175,0.175,0.156,0.163,A,,,20230616023943,
300,20230616,0.169,0.156,0.256,0.250,0.238,0.244,0.288,0.250,0.219,0.288,0.375,0.269,0.219,0.300,0.281,0.663,0.675,0.713,0.688,0.313,0.231,0.250,0.288,0.250,0.231,0.475,1.238,1.144,0.988,0.569,0.294,0.650,1.700,0.756,0.681,0.600,0.581,2.050,1.106,0.850,0.588,0.525,0.450,0.419,0.381,0.325,0.206,0.175,A,,,20230617013213,
300,20230617,0.150,0.150,0.163,0.144,0.225,0.269,0.263,0.231,0.306,0.250,0.244,0.300,0.269,0.238,0.319,0.244,0.325,0.256,0.688,0.825,0.456,0.475,0.581,1.350,0.313,0.331,0.463,0.650,1.056,0.394,0.369,0.413,0.375,0.325,0.431,0.475,0.650,1.794,0.925,0.619,0.494,0.813,1.250,0.388,0.425,0.344,0.269,0.169,A,,,20230618013719,
300,20230618,0.150,0.156,0.163,0.194,0.256,0.269,0.263,0.219,0.281,0.294,0.281,0.300,0.325,0.281,0.350,0.281,0.513,0.969,0.856,0.744,0.556,0.225,0.250,0.219,0.269,0.388,0.806,0.875,0.438,0.356,0.281,0.338,0.369,0.369,0.456,0.713,0.631,0.638,0.656,0.650,0.613,0.431,0.181,0.175,0.188,0.163,0.150,0.156,A,,,20230619011835,
300,20230619,0.156,0.144,0.144,0.156,0.144,0.138,0.206,0.175,0.219,0.206,0.238,0.256,0.213,0.275,0.313,0.863,0.663,1.006,0.750,0.513,0.506,0.425,0.388,0.400,0.419,0.363,0.325,0.419,0.419,0.463,0.938,1.281,1.163,0.438,0.613,0.669,0.613,0.656,0.744,0.644,0.544,0.513,0.450,0.450,0.438,0.288,0.169,0.150,A,,,20230620030850,
300,20230620,0.156,0.263,0.263,0.300,0.300,0.356,0.350,0.313,0.313,0.344,0.581,0.388,0.381,0.350,0.331,0.581,0.894,0.688,0.575,0.481,0.669,0.219,0.225,0.206,0.206,0.338,0.263,0.244,0.331,0.513,0.413,0.600,1.031,0.888,0.844,0.544,0.694,0.681,0.738,0.694,0.525,0.319,0.313,0.275,0.175,0.250,0.325,0.294,A,,,20230621033843,
300,20230621,0.344,0.350,0.306,0.344,0.363,0.319,0.344,0.356,0.394,0.288,0.394,0.350,0.325,0.388,0.619,0.706,0.681,0.413,0.388,0.213,0.606,0.363,0.313,0.325,0.513,0.350,0.213,0.419,0.575,0.381,0.388,0.419,0.606,0.394,0.538,0.475,0.531,0.675,0.925,0.500,0.638,0.450,0.231,0.225,0.231,0.294,0.325,0.319,A,,,20230622010659,
300,20230622,0.356,0.319,0.338,0.388,0.294,0.369,0.381,0.319,0.400,0.300,0.450,0.500,0.394,0.463,0.394,0.494,0.544,0.725,0.475,0.281,0.256,0.244,0.600,0.625,0.625,0.613,0.406,0.419,0.331,0.400,0.419,0.669,0.594,0.531,0.500,0.556,0.606,1.200,0.706,1.181,0.638,0.494,0.250,0.169,0.175,0.169,0.169,0.156,A,,,20230623010611,
300,20230623,0.150,0.238,0.256,0.275,0.281,0.256,0.231,0.319,0.288,0.356,0.344,0.275,0.581,0.331,0.469,0.725,0.775,0.631,0.506,0.506,0.488,0.469,0.450,0.438,0.538,0.500,0.469,0.638,0.763,0.488,0.375,0.925,0.538,0.500,0.556,0.675,0.675,1.919,1.594,1.513,0.919,0.563,0.556,0.494,0.350,0.294,0.156,0.150,A,,,20230624013934,
300,20230624,0.156,0.206,0.213,0.231,0.375,0.256,0.256,0.288,0.338,0.238,0.350,0.244,0.313,0.300,0.288,0.294,0.281,0.381,0.475,0.613,1.444,1.131,0.388,0.350,0.331,0.331,0.419,0.600,0.781,0.331,0.456,0.419,0.856,1.431,0.756,0.819,0.300,0.325,0.306,0.275,0.356,0.356,0.356,0.369,0.463,0.369,0.381,0.456,A,,,20230625010613,
300,20230625,0.275,0.256,0.313,0.325,0.250,0.325,0.338,0.263,0.350,0.313,0.288,0.369,0.294,0.344,0.300,0.319,0.338,0.381,0.488,0.544,0.575,0.625,0.650,0.563,0.456,0.406,0.381,0.344,0.338,0.388,0.388,0.350,0.388,0.388,0.344,0.381,0.425,0.500,0.488,0.400,0.431,0.469,0.463,0.275,0.313,0.306,0.144,0.163,A,,,20230626010941,
300,20230626,0.231,0.294,0.269,0.244,0.269,0.288,0.225,0.325,0.244,0.288,0.250,0.294,0.244,0.281,0.300,0.250,0.288,0.825,0.800,1.350,0.731,1.106,0.588,0.563,0.550,0.619,0.600,0.556,0.238,0.306,0.294,0.269,0.325,0.438,0.650,0.650,0.556,0.569,0.644,0.675,0.869,0.550,0.544,0.463,0.375,0.219,0.194,0.200,A,,,20230627014720,
300,20230627,0.206,0.200,0.350,0.300,0.313,0.381,0.325,0.381,0.331,0.419,0.363,0.344,0.375,0.419,0.494,0.419,0.394,0.569,0.613,0.625,0.588,0.575,0.219,0.200,0.306,0.288,0.225,0.231,0.688,0.338,0.300,0.313,0.375,0.263,0.375,0.469,0.488,0.513,0.706,0.981,0.956,0.813,0.788,0.725,0.550,0.225,0.200,0.175,A,,,20230628025107,
300,20230628,0.181,0.169,0.163,0.263,0.244,0.244,0.300,0.281,0.238,0.475,0.369,0.400,0.294,0.338,0.306,0.325,0.281,0.369,0.413,0.994,0.781,0.875,0.519,0.500,0.456,0.444,0.475,0.425,0.381,0.438,0.475,0.431,0.500,0.463,0.419,0.506,0.500,0.581,0.675,0.819,1.125,0.675,0.656,0.688,0.556,0.206,0.200,0.175,A,,,20230629023913,
300,20230629,0.156,0.156,0.238,0.231,0.288,0.300,0.288,0.300,0.300,0.350,0.300,0.319,0.388,0.294,0.375,0.350,0.294,0.781,0.644,0.575,0.756,0.663,0.769,0.413,0.669,0.400,0.425,0.713,0.475,0.475,0.400,1.050,0.681,1.306,1.375,0.869,0.588,0.531,0.613,0.631,0.575,0.625,0.575,0.256,0.231,0.194,0.163,0.169,A,,,20230630023250,
300,20230630,0.188,0.231,0.238,0.256,0.338,0.275,0.244,0.263,0.238,0.306,0.275,0.238,0.438,0.338,0.219,0.463,0.688,0.663,0.444,0.450,0.463,0.606,0.513,0.606,0.431,0.425,0.500,0.506,0.369,0.719,0.738,0.819,0.463,0.325,0.513,0.456,0.575,0.725,0.738,0.581,0.894,0.531,0.525,0.475,0.313,0.163,0.150,0.156,A,,,20230701024818,
300,20230701,0.156,0.156,0.144,0.156,0.231,0.225,0.219,0.238,0.300,0.256,0.263,0.294,0.238,0.306,0.263,0.238,0.506,0.538,0.688,0.213,0.000,0.000,0.000,0.000,0.125,0.213,0.838,0.481,0.325,0.331,0.375,0.381,0.350,0.356,0.519,0.494,0.513,0.513,0.481,0.650,0.669,0.475,0.413,0.731,0.431,0.488,0.350,0.394,A,,,20230702011300,
300,20230702,0.175,0.175,0.163,0.169,0.175,0.231,0.225,0.231,0.244,0.300,0.238,0.250,0.244,0.281,0.281,0.219,0.288,0.344,0.394,0.713,0.525,0.175,0.150,0.150,0.163,0.150,0.144,0.200,0.481,0.919,0.494,0.994,0.744,1.056,0.688,0.681,0.650,0.569,0.606,0.613,0.625,0.619,0.319,0.250,0.331,0.244,0.231,0.213,A,,,20230703010637,
300,20230703,0.213,0.188,0.294,0.288,0.275,0.331,0.325,0.288,0.263,0.356,0.344,0.475,0.394,0.325,0.406,0.431,0.544,1.106,0.681,0.613,0.713,2.044,1.869,1.106,0.463,1.356,0.675,0.706,0.538,0.419,0.400,0.413,0.406,0.419,0.588,1.225,1.669,0.650,0.638,0.619,0.594,0.475,0.406,0.475,0.406,0.394,0.400,0.175,A,,,20230704024543,
300,20230704,0.156,0.163,0.169,0.163,0.150,0.238,0.244,0.313,0.244,0.250,0.306,0.425,0.313,0.313,0.269,0.369,0.294,0.625,0.706,0.719,0.481,0.438,0.450,0.544,0.575,0.506,0.400,0.500,0.425,0.456,0.619,0.344,0.419,0.463,0.469,0.769,1.238,0.919,1.419,0.588,0.631,0.631,0.594,0.469,0.331,0.194,0.169,0.163,A,,,20230705013212,
300,20230705,0.163,0.175,0.156,0.169,0.163,0.169,0.150,0.231,0.206,0.231,0.206,0.431,0.256,0.219,0.313,0.250,0.269,0.238,0.288,0.581,0.456,0.463,0.400,0.425,0.431,0.363,0.325,0.381,0.338,0.394,0.400,0.269,0.363,0.488,0.594,0.488,0.525,0.700,0.556,0.663,0.469,0.594,0.388,0.181,0.169,0.163,0.163,0.244,A,,,20230706011657,
300,20230706,0.256,0.319,0.281,0.325,0.306,0.313,0.300,0.300,0.350,0.294,0.306,0.363,0.269,0.363,0.388,0.581,0.500,0.544,0.600,0.438,0.525,0.500,0.438,0.369,0.438,0.350,0.425,0.606,0.556,0.450,0.306,0.563,0.381,0.375,0.456,0.494,0.619,0.794,0.838,0.825,0.775,0.638,0.619,0.425,0.456,0.306,0.181,0.169,A,,,20230707020902,
300,20230707,0.169,0.175,0.175,0.163,0.281,0.288,0.256,0.250,0.275,0.319,0.250,0.256,0.256,0.325,0.431,0.381,0.475,0.700,0.963,0.538,0.413,0.663,0.419,0.350,0.381,0.631,0.731,0.431,0.325,0.369,1.394,1.319,1.788,1.769,2.219,2.038,0.525,0.525,0.581,0.631,1.769,1.231,0.375,0.194,0.188,0.256,0.263,0.325,A,,,20230708024537,
300,20230708,0.263,0.325,0.325,0.238,0.156,0.144,0.250,0.300,0.250,0.238,0.325,0.256,0.281,0.263,0.331,0.256,0.313,0.281,0.288,0.300,0.831,0.788,0.475,0.425,0.544,0.888,0.575,0.594,0.506,0.394,0.481,0.350,0.425,0.381,0.325,0.438,0.369,0.538,0.694,0.619,0.613,0.544,0.519,0.513,0.350,0.394,0.381,0.331,A,,,20230709021450,
300,20230709,0.156,0.163,0.169,0.150,0.244,0.231,0.225,0.244,0.231,0.294,0.263,0.231,0.244,0.300,0.238,1.150,1.663,0.750,1.044,0.488,0.388,0.156,0.169,0.169,0.150,0.169,1.006,0.363,0.481,0.281,0.269,0.250,0.269,0.263,0.406,0.819,0.688,0.575,0.550,0.600,0.656,0.613,0.525,0.413,0.431,0.400,0.181,0.175,A,,,20230710012125,
300,20230710,0.169,0.156,0.163,0.144,0.150,0.163,0.144,0.219,0.256,0.219,0.356,0.275,0.244,0.250,0.225,0.356,0.513,0.544,0.544,0.425,0.381,0.400,0.488,0.381,0.631,0.469,0.650,0.613,0.488,0.494,0.519,0.481,0.488,0.563,0.569,0.688,0.706,1.025,0.456,0.831,0.369,0.388,0.356,0.213,0.188,0.175,0.175,0.163,A,,,20230711010442,
300,20230711,0.156,0.163,0.169,0.156,0.163,0.219,0.231,0.213,0.244,0.219,0.206,0.544,0.400,0.356,0.319,0.488,0.431,0.556,0.356,0.225,0.194,0.188,0.175,0.188,0.181,0.175,0.194,0.175,0.181,0.194,0.188,0.188,0.225,0.181,0.206,0.313,0.544,0.719,0.556,0.450,0.575,0.506,0.600,0.638,0.531,0.463,0.163,0.169,A,,,20230712015747,
300,20230712,0.156,0.150,0.163,0.156,0.200,0.256,0.231,0.231,0.238,0.369,0.331,0.363,0.256,0.325,0.269,0.575,0.763,0.556,0.444,0.306,0.475,0.319,0.288,0.338,0.381,0.381,0.400,0.425,0.275,0.344,0.300,0.363,0.319,0.381,0.431,0.425,0.438,0.494,0.456,0.369,0.394,0.356,0.219,0.200,0.219,0.181,0.181,0.256,A,,,20230713022329,
300,20230713,0.238,0.344,0.256,0.256,0.325,0.269,0.306,0.306,0.294,0.425,0.356,0.350,0.325,0.331,0.388,0.794,0.700,0.700,0.681,0.313,0.275,0.256,0.238,0.250,0.300,0.313,0.300,0.225,0.288,0.306,0.525,0.325,0.231,0.375,0.394,0.431,0.775,0.663,0.706,0.656,0.544,0.456,0.513,0.188,0.188,0.181,0.163,0.175,A,,,20230714012733,
300,20230714,0.250,0.256,0.288,0.231,0.250,0.269,0.313,0.231,0.275,0.294,0.500,0.325,0.319,0.313,0.275,0.725,0.675,0.500,0.600,0.850,0.431,0.481,0.456,0.363,0.625,0.744,0.581,0.900,0.400,0.369,0.394,0.394,0.375,0.550,1.381,1.550,1.088,0.906,1.600,1.169,0.475,0.556,0.369,0.188,0.181,0.163,0.163,0.163,A,,,20230715024853,
300,20230715,0.244,0.238,0.256,0.294,0.238,0.300,0.256,0.250,0.256,0.313,0.238,0.513,0.381,0.325,0.319,0.306,0.413,0.325,0.306,0.550,0.738,0.369,0.238,0.306,0.319,0.250,0.350,0.344,0.525,0.475,0.475,0.413,0.425,0.356,0.463,0.575,0.625,1.075,0.625,0.663,0.631,0.613,0.588,0.588,0.363,0.169,0.169,0.200,A,,,20230716011841,
300,20230716,0.313,0.319,0.356,0.394,0.338,0.369,0.400,0.400,0.338,0.381,0.400,0.394,0.331,0.350,0.563,0.813,0.938,1.206,0.750,0.300,0.144,0.156,0.194,0.144,0.169,0.144,0.144,0.150,0.138,0.150,0.163,0.131,0.156,0.194,0.788,0.781,0.681,0.650,0.600,0.513,0.544,0.613,0.400,0.200,0.200,0.175,0.181,0.181,A,,,20230717013206,
300,20230717,0.300,0.256,0.406,0.281,0.306,0.369,0.331,0.306,0.350,0.356,0.400,0.331,0.356,0.413,0.388,0.713,0.556,0.463,0.438,0.306,0.344,0.306,0.294,0.313,0.650,0.431,0.431,0.350,0.356,0.575,0.375,0.344,0.400,0.406,0.425,0.581,0.544,0.538,1.463,0.638,0.531,0.594,0.513,0.363,0.231,0.194,0.188,0.281,A,,,20230718011934,
300,20230718,0.250,0.356,0.281,0.344,0.325,0.363,0.306,0.350,0.444,0.306,0.381,0.300,0.406,0.300,0.556,0.681,0.656,0.969,0.656,0.438,0.463,0.419,0.344,0.419,0.388,0.338,0.388,0.350,0.344,0.406,0.406,1.288,1.050,0.963,0.544,1.125,0.550,0.575,0.500,0.481,0.538,0.469,0.394,0.406,0.300,0.200,0.163,0.156,A,,,20230719012622,
300,20230719,0.263,0.256,0.338,0.300,0.306,0.363,0.369,0.325,0.338,0.375,0.338,0.369,0.356,0.356,0.638,0.856,0.756,0.650,0.525,0.481,0.513,0.425,0.400,0.450,0.419,0.438,0.394,0.425,0.313,0.419,0.375,0.588,0.419,0.375,0.456,0.569,0.719,0.644,0.663,0.700,0.631,0.525,0.281,0.181,0.163,0.181,0.213,0.319,A,,,20230720013805,
300,20230720,0.250,0.388,0.281,0.350,0.375,0.306,0.381,0.356,0.325,0.413,0.313,0.363,0.369,0.350,0.363,0.788,0.969,0.688,0.469,0.450,0.488,0.488,0.438,0.463,0.413,0.344,0.394,1.031,0.563,0.500,0.519,0.481,0.513,0.588,0.550,0.538,0.631,0.688,0.644,0.731,0.669,0.550,0.469,0.231,0.194,0.206,0.206,0.163,A,,,20230721010410,
300,20230721,0.256,0.269,0.288,0.256,0.356,0.250,0.325,0.306,0.419,0.306,0.331,0.525,0.350,0.338,0.313,0.775,0.781,0.575,0.431,0.381,0.469,0.388,0.369,0.413,0.306,0.388,0.413,0.538,0.388,0.325,0.413,0.931,0.431,0.988,0.456,1.113,0.544,0.644,0.719,0.663,0.525,0.544,0.538,0.469,0.475,0.200,0.169,0.156,A,,,20230722013124,
300,20230722,0.256,0.344,0.331,0.363,0.269,0.356,0.325,0.288,0.369,0.288,0.300,0.381,0.263,0.400,0.313,0.350,0.469,0.356,0.538,0.763,0.763,1.394,1.369,0.838,0.819,1.263,0.456,0.400,0.600,0.331,0.394,0.338,0.363,0.356,0.731,0.669,0.619,0.469,0.544,0.425,0.506,0.413,0.525,0.506,0.400,0.444,0.463,0.319,A,,,20230723010437,
300,20230723,0.181,0.163,0.163,0.169,0.156,0.175,0.175,0.225,0.225,0.294,0.288,0.250,0.238,0.306,0.263,0.306,0.281,0.656,0.688,0.994,0.550,0.894,0.350,0.256,0.325,0.331,0.306,0.263,0.356,0.263,0.319,0.363,0.331,0.444,0.394,0.538,0.581,0.594,0.513,0.613,0.513,0.575,0.488,0.513,0.450,0.475,0.531,0.250,A,,,20230724011053,
300,20230724,0.188,0.163,0.250,0.263,0.325,0.263,0.363,0.256,0.344,0.281,0.331,0.338,0.269,0.331,0.269,0.469,0.406,0.681,1.038,0.750,0.531,0.425,0.331,0.463,1.294,1.313,0.444,0.294,0.538,0.300,0.363,0.331,0.294,0.425,0.388,0.431,0.425,0.431,0.450,0.469,0.481,0.431,0.263,0.256,0.244,0.181,0.156,0.150,A,,,20230725020008,
300,20230725,0.219,0.225,0.206,0.225,0.231,0.263,0.263,0.238,0.231,0.244,0.313,0.400,0.288,0.244,0.319,0.419,0.550,0.688,0.531,0.450,0.513,0.656,0.438,0.594,0.400,0.425,0.363,0.344,0.713,0.369,0.356,0.394,0.381,0.369,0.394,0.544,0.544,0.700,0.806,0.881,1.338,0.756,0.431,0.206,0.181,0.231,0.188,0.156,A,,,20230726021641,
